Text,Score
The laddoos turned bad in a few days after we received it. No other item inside our fridge turned bad.,1
This product works wonders if you have stomach issues.  I would buy again once I need more. :0),5
Bought this at a local specialty-item store because I adore chutney.  Because of the higher price and being sold like a gourmet item I wrongly thought it would be better than the affordable brands sold at the supermarket.  Wrong.  It is mostly gel (jelly) with a few fruits sprinkled throughout and tastes like cheap thickened jelly you put on sandwiches...I've had much better and that's just talking about the supermarket brands.  Very disappointed.  Money does not buy quality.,3
"Our ferret loves this rabbit; it's a nice high protein treat in addition to his regular Evo ferret diet. The price was reasonable compared to our local pet store, which doesn't often have this item in stock.",5
"My son made this.  He didn't have the patience to be precise about the water temperature and when, half an hour before it was done, it appeared not to have risen at all--I feared for the worse.  Determined to be polite, I agreed to have a sandwich using the bread.  It was amazing.  Apparently it rises during the baking or something.  Great tangy flavor (perfect for a meat sandwich imho) and not heavy at all.  Fortunately we had lots of deli meats, since the whole loaf disappeared within the hour.  We've had all but the sourdough peasant bread so far; I'm sure that will be delicious as well.",5
"These were great - just as described. Used them for a bee-themed party, and now we use them as ""to go"" packs of honey for our coffee and tea.",5
This is NOT Disco Dust which is edible and made for baking. DO NOT purchase this product for such purposes!,1
I was very happy with the quick shipping as i needed it for a school product for my daughter but when it came in the roof was broken and the corner of the house was broken. I couldn't send it back as i needed for a project.,3
"Really easy project for family fun anytime not just for Christmas. Just put icing between cookies and stack. Then ice outside and decorate. Great for all ages. Strawberry licorice rope looks like stuck together but just find end and unwind.  * CAUTION UNDER 3** Small hard candy decorations swallowing hazard.  Comes with everything you need except bowls an spoons. contains : cookie pieces Large bag yellow colored icing ( East to mix with just fork, you add water slowly as to not get to thin) small white icing bag (you add water slowly) green color to add to small amount of white 3 clear decorator 4 plastic decorator tips ( can save to reuse) small bead candy for decoration 9chokign hazard) strawberry licorice rope 1 small tube of orange writing icing Hard candy wreath decoration about 2"" diameter Gummy Spongebob about 4"" tall Gummy Patrick about 4"" tall  Icing set up hard so when you go to eat  it has to be pried apart in pieces. Cookies do get a little softer in the middle.  Make anytime of year. Leave off wreat and Patrick and cut out Spongebob's head so does not look like chirstmas.",4
My son is a SB fanatic so I was so excited to find this for the 2010 holiday season as every year we do some version of gingerbread. I knew by reading reviews that there wouldn't be enough yellow frosting so I whipped up so edible glue (water and confectionery sugar) to hold the levels of gingerbread that make the pineapple and save the yellow frosting for the outside - this worked great. It was a really fun idea that we enjoyed creating. The licorice was worthless though...,4
"this isn't as easy as it looks, doesn't came with enough yellow frosting, and the frosting doesn't stick very well. My 5 year old did like making it though.",2
"I am a preschool teacher and do a G is for Gingerbread unit every January. I was on vacation during Christmas and when I got back not a gingerbread kit was to be found. Which is odd. I needed one for my preschool class and needed it in less then a week. I looked everywhere and could not find ont. So I had one overnighted from Amazon on NYE and it came yesterday. I pick this one because of the Rudolph theme. The gingerbread itself came broken. Like unable to use would need a glue gun to get it to work broken. It's non returnable. I called Amazon, they were nice enough to order me a second one since I spend a ton of money each year with them. This one also came broken. I order A LOT from Amazon and things do not come broken. I think only one time have I had returned something because it was broken in 100's of orders. But two of the same thing in a row?! I think it's the kit itself and nothing to do with how it was shipped. I will say most come UPS and overnight comes Fed Ed. But it's bubble wrapped very well. I think the gingerbread isn't good and cracks in shipping and breaks off. The rest of the kit is very cute. The first kit the candies had spilled out and where a mess in the box. But the second kit while the gingerbread was all broken up again the candies were all in their bags. Too bad. But I would try something else, stay away from this one.",1
"I was pleasantly surprised to find this item had been delivered the day after my order, my speediest delivery to date. It probably helps my location is near. Everything looks just as described and pictured and I'm very happy to have done business with this seller. The Gingerbread house was carefully packaged as not to harm the fragile pieces inside. I'm excited to give this item as a gift.",5
"These cookies were fun to paint but not too tasty to eat! The kids did not really care much, but it might have been more fun if they could have eaten them.  They really had fun coloring them!",4
"I was disappointed in this product because I thought it would be bigger. Also, it did not come with enough icing. I had to use my own.",2
"The whole idea of a Spongebob Ginger Bread Pineapple is really great, but the sticker that says ""Use By"" Has a 10 JN 16 date on it. If thats 2010- this is not good! I think it would be fun to make and a cute decoration, but my son is going to want to eat it.  The least the seller could do is to check the expiration date! Its right on the front of the box! Not happy at all!!!",2
"This tea carries the flavor one would expect from the smell: terrible.  It invigorates like a puncture wound, and the only revival is that, after drinking, you discover that you are still alive.  Well, one tea bag was enough for me.  My mother-in-law said, ""Oh, that smells kind of like wine.""  Okay, kind of like wine, with a hint of rot and a moldy aftertaste.  If she likes it, she can have the whole box.",1
"If it were possible to give this product zero stars, I would have done so.  I am a huge fan of Twinings teas, and was very excited to try this new blend.  After arriving home from the grocery, I immediately started the kettle to enjoy a cup while prepping dinner.  Between sorting, washing, and chopping items, the hot water was added to the bag to steep.  Preparation continued, until a distinctly off odor hit me.  I thought one of my ingredients must be rancid!  I hunted around for almost four minutes before I realized it was the tea.  Even after cleaning up, and airing out the kitchen, my roommate later came in and asked about the smell.  Save your money to purchase ANY other Twinings product.",1
"This tea is the best tea i've ever had. i first tasted it in norway, and had to find it in the states. i have it every morning.",4
"I love the aroma and the taste of the fruit and vanilla combo, and the addition of ginseng for an added energy boost rounds this tea out nicely for me. It's a sweet tea, which makes it a wonderful healthy alternative to desert after dinner.  I see that others didn't like it, but it's really a matter of personal taste...different courses for different horses!",5
"The best chocolate in the world, in this critic's humble opinion, is made in the United States. And the best chocolate in the United States is made in California, by the Ghirardelli Chocolate Company. It is surely the best chocolate that one can find in so many stores, malls, etc. throughout the United States. Their actual stores are rare, but Kroger, Wal-Mart, Martin's (formerly Ukrops) and a long list of other grocery stores and many malls stock their products.  I have never encountered milk chocolates with caramel filling to surpass the quality of these. These are chocolates deserving of poetry. You can eat them quickly, or take your time and savor every moment of eating every one. The choice is up to you.",5
This is a good quality brand of chocolate with many flavours of which this is just one. Very tasty and a fast delivery too,5
"My mother and father were the recipient of these wonderful pieces of chocolate heaven.  They didn't believe they deserved receiving these, but I know they did deserve to receive these!",5
"This is the best caramel/chocolate combination I have ever tasted. The caramel is liquid and complements the Ghiradelli chocolate perfectly. Do not try this brew if you are attempting to lose weight - you will end up an addict like me.   The Ghiradelli product is far better than the Caramello/Hershey product in every way. The Caramello chocolate lacks the refined taste of the Ghiradelli squares, and the Caramello caramel is harder and not as sublime in taste. Comparing the two is like comparing Warren Buffett to myself in terms of wealth. Unfortunately I am the Caramello bar in this regard.   At the very least try the Ghiradelli.",5
"Of course, we all know how delicious Ghirardelli chocolate is!!!! Unfortunately, after I purchased two of these gift bags online, I found them in a local store for half the price. Lesson learned???!!!",3
This chocolate treat is a great gift and it arrived right when I expected it to. I gave it to my girlfriend as a surprise gift and she absolutely loved it.,5
the first time i ordered this it came all melted but amazon was quick to remedy the situation by sending me another of the product and it was great thank you,5
Are people really paying 10 bucks for these chocolates??? ummmm go to any grocery store and by them for 2.98 a bag..wow,3
Low calorie and satisfying. These soups are a nice fill in when you don't want too much but don't want to be hungry for a few hours.,5
"This was really a disappointment. While the products included are fine, the real disappointment was the travel mug. It is a cheap plastic cup with the nutritional information for the cookies on it! So it is basically just a cookie package! Yeah, that is really what I want to use as a travel mug. I agree with the review that it looks like it came from a dollar store. The product description says the polka dot tumbler is ""definitely a keeper."" What? It is simply cheap packaging! Not something of quality to enjoy. Had I known that I would not have purchased the set. I really was looking forward to using the cute looking mug on a daily basis. I like the products inside and the basket is OK, but really this what not what it appeared to be.",3
"It looks pretty, but the contents are very minute and seem to not be of very high quality. There's a plastic cup for the tea that looks like it came from a dollar store. The basket is nice, though.",3
Purchased this as a gift for my mother when it was a lightning deal.  She was very happy and loved the basket.  She enjoyed the cookies and the flavors of tea that were included.  Shipped quick and arrived when expected.,5
"Received very quickly and extremely well packaged.  Since this is a smaller sized basket, it would be an adorable present for anyone who likes tea, for self or just to have to hand.  Very nicely assembled with attention to detail.",5
"These small chocolate cups are a specialty party item that I have never been able to find in the past when I wanted them.  Amazon now provides a link.  They can be used for what are commonly called ""jello shots,"" and provide a solid edible alternative to small paper cups.",5
I bought these chocolate liquor cups for a party! It was a big hit. They are high quality and a good buy.,5
Great for serving Chocolate liquor. Adds a touch of class to your event and elevates you to host supreme. Being able to eat the cup afterwards is just icing on the cake.,5
"Delicious chocolate cups, each in its own aluminum holder.  I could not find these in any local store, so was happy to find them on-line. Most people are unaware of them, so they are impressed when I serve them a little cordial or other liquor in a chocolate cup.  After sipping the liquor, you can eat the cup.  What could be nicer?  Excellent product.",5
The holiday liquor cups were exactly what I was looking for.  The chocolate is delicious and holds up well to the liquors,5
"strawberry twist has a long-lasting pleasant flavor SWEET-but, not excessively so. delivery is timely and price is just right. Supieror to other TRIDENT flavors! Though, SPEARMINT isn't bad either. My next pick would be blueberry",4
"Trident ""Strawberry Twist"" sugarless gum is very disappointing, both in taste and consistency. The strawberry flavor is very artificial tasting and, though I guess it is a good thing, not very long lasting. The gum also gets ""stringy"" fairly quickly.  I chew a lot of gum, but will not be buying this flavor again.  Not Recommended!  CFH",2
"Besides that mentioned in the title, the only other remarks I have about it is the price is hard to beat, the taste is akin to a Flintstone strawberry vitamin (for those of you that have tasted them), and taste lasts for not very long.  I'd say, on a scale of 1 to 10 with 10 lasting an extraordinary amount of time this would be a 3.  Also, the taste really diminishes to a subdued sweet after a very short amount of time.",3
I love this flavor and I cant find it on the shelves anymore. The gum tasted fresh which is actually way better than when I used to buy it in stores!,5
"If some other yahoo deems it ok to give give a suck review to this stuff because he doesn't like the taste, I feel I must assert that in this -as in all matters of taste- ""De Gustibus Non Disputandem Est"".  I really love this gum. OK it doesn't really taste like strawberry, but it's still delicious. It has a wonderfully smooth consistency about halfway through, but then it gets tired, stuff, and squeaky.  You'll forgive the squeaks perhaps when you find, as I did, that this stuff is a wonderful dietetic aid. By obsessively chewing this product I filled my gut with odorless room air and so helped me lose 25# in 3 months.  Also, it doesn't lose its flavor on the bedpost overnight.",5
BEST DOG FOOD ON THE MARKET TODAY.  HAD NUMEROUS EAR PROBLEMS WITH OUR COCKER SPANIEL AND THEY HAVE CLEARED UP SINCE TAKING THIS FOOD.,5
"My father could no longer take care of his beloved 6 year old Cocker Spaniel, so I decided to take her into my family. When I brought her to NYC she had ear and eye discharge. She was also  slightly overweight. After a check up with a vet that ruled out infection, I decided to try Royal Canin based on the numerous good reviews.Within a week her ear and eye problems were gone and she dropped a good amount of weight. This is going to be the only food that we will be feeding her!",5
"Our Spaniel has tried several foods in her 6 years, and this is the only one she will eat by itself without any ""people food"" being added (of course, we still treat her occasionally).  When we went in for our 12 month tooth-cleaning appointment, the vet told us to take her home as her teeth didn't need any cleaning for another 6 months, at least.  It is specially designed for their teeth and health needs, and she loves it.  And it is actually cheaper here than at the fancy pet store!  What more could you ask?",5
"Royal Canin was recommended for my dog, but since this line of dog food is specific to breed, it was difficult to find in stores.  PetsMart and Petco carried the Cocker Spaniel formula but only in smaller bags which is much more expensive on a per ounce ratio.  Finding a larger bag has been a great deal.  My cocker loves the food too!",5
This is food especially designed for Cocker spaniels who have a range of health issues...I have been using this product with three of my dogs and all of them are very happy with it. It also is packaged very well and as a result stays fresh for a long period of time. Great product!,5
"I tired many different dog foods over the 3 yrs I have my cocker spaniel. I then came upon this breed specific dog food & figured I'd try it. My dog loves this food and always finishes his food. I've used this for over 1 yr now & he has not tired of it. I have seen a significant change (for the better) in him, he's more active and doing well.  I only buy this brand food for him now.  Buster gives it 2 paws up & I give it 5 stars.",5
"I bought this for my one year old Cocker. However all the dogs love it. All their coats look better, they all shed less, eat less, use the bathroom less, my Cocker used to have this one chronic ear since the time I have had her as a puppy that it just gave her problems. It seems to have cleared up, no more smell. Her eyes give her less problems. And my 7yr old Yorkie he eats less, he used to throw up all the time had the most sensitive tummy. Our black lab mix, hot spots and she would just lick her fur off. All these great changes in a matter of a month.  I do mix it roughly 50/50 with Naturals dog food blend.  They are doing great.  Sept 2012 I love this breed specific food, however I just went to place my next bi-monthly order and I am shocked at the price hike in just over a month!  I paid $41.79 on Aug 3 for a 25lb bag and here it is Sept 20Th and the price has is now $53.94, a difference of $12.15 in price!  This is a huge amount to go up considering that I am assuming this is a price gouge; due to the speculation over crops :( I will look to my local vet for this product. I can get a large bag now less at Petco as well with the discounts they offer. They will order a larger bag if you ask.",4
"fast and great service, my Cavashon Loves this low fat dog food. Thanks. Arrived in great condition, thank you thank you thank you",5
"We are Chocolate Moose & Mickey Moose,  Our nice owner bought this great food for us.  We love it very much, I have gained 5 lbs. because I eat all of Mickey's food when he isn't looking!  Our skin and fur is much better now too.  :)",5
My 7 year old Cocker Spaniel loves this food and it's good for him -- he needs to lose a few pounds and this is doing the trick.  Glad I found it on Amazon.  Hard to find elsewhere.,5
"My 50lb bag of oatmeal seemed like way too much, but as time went on I found more and more uses for it. I have so many recipes that I make weekly that I'm running out! This is a very high quality oatmeal and much cheaper and better than anything I've found in the grocery store.",5
"Better than organic oats advertised elsewhere. Takes lots of water. These are not minute oats, so my oatmeal cookies come out right, not all crumbly and soggy. (Instant oats have their place, but not in cookies).",5
Honeyville Rolled Oats is a delicious product.  I am using them to make a product designed to increase and enrich the milk production in lactating mothers. The oats were shipped to me in a timely fashion and the amazing thing is I only paid $4.99 shipping for 50lbs of oats!  I encourage anyone who likes oats to order Honeyville Rolled Oats.  Their flavor is above all the rest.,5
"Nice flavor, not too bitter.  We really like this coffee.  We have been searching for a coffee that pleases the whole family's tastes and this is the one.",5
The US made version of this Cadbury chocolate has a distinct taste from the UK version of the chocolate which I have been eating since childhood. I did not like this new taste. To all my friends from India -- buy this chocolate if it is either made in UK or India; otherwise you will be disappointed as I was.,1
"Cadbury chocolate uses a different formula in each country it is manufactured.  New Zealand is uses more cream than Australia, etc.  This version by Hershey is not what you expect from England, Australia or New Zealand Cadbury.  It does not melt on your tongue like those countries so it tastes differently.  If you are looking for the silky smooth easy melting chocolate find the non Hershey version.  Hershey has missed an opportunity to introduce high quality Cadbury chocolate to USA.",1
"My first taste of this tea saved my trip home from Santa Cruz, when both the hotel and a restaurant had stale powder in the tea bags.  How I needed my fix!  A tourist stop with a giant artichoke beckoned, and this Chinese Breakfast / Yunnan Black Tea set me straight.  Other reviewers have said it tastes odd.  The flavor is strong and a bit smoky, like Darjeeling, only earthier.  Like Darjeeling or Earl Grey, it has enough flavor on its own -- no milk or sugar needed.  But it's expensive by the box of teabags.  Finding it loose in large quantities at this price is fantastic!  It arrived promptly, well-sealed, and true to the label -- unlike some ""loose"" tea that's actually cut up, this has the whole leaves that unfurl.  Ahhh.",5
This tea has surpassed all other breakfast teas in this tea-drinking household. We love it and it really starts the morning off right. Perhaps it has more caffeine than our old favorites?? The taste is wonderful without any additions and it will remain our tea of choice in the morning and often throughout the day.,5
" Numi Organic Tea Chinese Breakfast Yunnan Black Tea, Loose Leaf, 16 oz bag (Pack of 2) I brew iced tea in the refrigerator by the half-gallon with this tea. Excellent. The resealable bags work well, and unopened they protect my large stash, making it easier to manage my subscription.",5
"The taste is harsh as it is a lesser grade of Yunnan. It is ok to drink, but not to really enjoy. I only make it for when I am in the hurry and will not be able to fully enjoy my tea anyway.",3
"I've used maybe half a dozen bags of this tea in the last year and it is a delicious, consistently good quality black tea. Mainly I use it and several other Numi teas in my tea blends for making kombucha.",5
"I grew up on Yunnan tea as a child - it was always my mother's favorite - so I was happy to find an economical source of it of a quality that was great for a ""large volume"" habitual tea drinker like me. This tea is my daily regular tea. Yunnan is nice in that it will brew dark so you do not need much at a time. It's aromatic and flavorful without any additives. If you want something that is flowery yet more subtle than Earl Grey this Yunnan or a Keemun may be a nice option to explore.",4
"It always amazes me that there are not dozens of reviews here extolling the fine qualities of this tea.  I have drunk it pretty much every day for the last five years and I never get tired of it.  It's an excellent morning tea, is smooth without being insipid, and is almost impossible to ruin by oversteeping. Just use decent water.  I like a little stevia in it, as I'm a wimp. It brings out the natural sweetness of its malty, slightly floral style.  I just bought another two pounds.",5
I hardly ever write reviews but this tea is quite excellent.  I decided to try it without any sweetener or any other added taste enhancers.  It is flavorful without being overpowering.  It is a great pleasure to have a fine tea like this loose and reasonably priced.  After the first try I have continued to drink it just as it comes.  You can see by the leaves once they are soaked that it is a premium tea.,5
I read the other reviews before purchasing am pleased that I did. I have purchased other Numi teas and gave generally been happy with all of theri products.,5
"To my mind, a fine caramel should be creamy and melting.  These are grainy.  The flavor on these was fine, although a little sweet to my taste.",3
"Having eaten (and re-eaten) my way though all of the DAS caramel range, this remains my all-time favorite, and the one that usually gets the most rave reviews when I share them (which isn't an easy thing to do - just try one and you'll see what I mean).  I've been a caramel fan for ages, and while Werthers Butterscotch will do in a pinch, nothing has come closer to what my mother used to make than these.  They are chewy, buttery, and the little crunches of salt are spectacular (OK my mother didn't put salt in hers, this is an improvement).",5
"Although I did enjoy the other flavor I ordered a tiny bit more, the Chocolate with walnuts one, this was still a very enjoyable flavor.  Wonderful service from Ms. Das, including a hand signed coupon for a discount on future orders, along with samples of a couple other caramel flavors.  I'd order this or the Chocolate and walnut flavor again for sure, along with more of Das Food's gourmet salt.",5
This is certainly the best caramels I have ever had.  I just wish it came in bigger pieces.  I finished the whole box in one sitting!  I will certainly buy them again.,5
"Not my idea of a good caramel.  Flavors of ginger and pistachio dominated.  Same for the chocolate walnut and orange honey varieties. I missed the mix of rich, buttery, dairy flavor with caramelized sugar that I expect in caramels.",1
being an old chemist with a spectrophotometer I am pleased when the chemical is what they say it is this is what they advertized,4
"This baking soda works great for cooking or for health reasons.  I take it for acid indigestion and heart burn.  Just a 1 tsp in a half glass of water and it's gone.  I use it to make my body more alkaline, so it's great for changing your pH level in your body!",5
"I recently started using Bob's Red Mill Baking Soda.  I'm very pleased with it's performance and I can be sure that it is not contaminated with aluminum.  Thanks, Bob!",5
"If you are concerned with an aluminum free product, then this is the product for you.  Too bad that baking SODA does not in any form contain aluminum.  This is, however a concern for baking POWDER which can, depending on manufacturer, contain aluminum.  Save your hard earned money and buy Bob's Red Mill regular baking soda.  Arm & Hammer is great for general cleaning purposes, but for natural beauty and health care, this brand is perfect.  Just thought you'd all like to know. I almost fell for it myself until I did a little digging around. :)  P.S- So as not to let all of amazon.com-land feel I am one of those ""haters who don't really know what they're talking about"", I LOVE Bob's Red Mill Co. and shall continue purchasing their excellent products.",3
"The product is of high quality, and has a rich full flavor.  Delivery was unexpectedly fast.  The only negative I would like to see addressed is that the product is packed in a heavy paper sack. While this may be commonplace, a significant improvement would be to have an inner liner of a heavy weight, food grade, plastic bag that can be sealed after each time you open the bag.  Could be either a zip-lock bag or a twist tie closure... doesn't make any difference... just need a practical way to preserve the freshness of the product and keep the bugs out of it.  This is a health and spoilage issue... 50#'s of oatmeal is a lot of product and needs to either be repackaged by the consumer in small food grade bags or containers (very expensive and hard to find}. I am a single senior who likes to buy staple goods in bulk to save money and provide food security.  Long term storage is a big issue with people like me.  Thom (Missouri)",5
"I'm happy with the quality of the product and the price. Like the other reviewer, I would prefer if there was a plastic liner to preserve freshness. However, I will continue to buy this product regardless as it is quality oatmeal at a good price.  Edit: I'm on my 4th bag, quality continues to be high.",5
"Product is fresh, good and I'm not getting complaints anymore.  That's worth the large quantity and shipping charges.  Hey, its oatmeal. My favorite!",5
"Good quality oats. Package came on time. Oats worked well in recipes. I will admit, as a single person I bought these oats with my boyfriend for breakfast food- it lasted us for the year.  Otherwise it's an excellent buy.",5
"I can't eat these oats, they have a funny taste to them.  My kids also think they taste funny.  My husband thinks they are OK, so he has 50 pounds of oats to eat on his own!",2
"I looooove pocky, got once at lucky's and couldnt stop, its like the chocolate is laced with crack. anywho, the product is good, the only sad thing is that it was shipped or stored in a hot room and the chocolate melted together partially, but it didnt take too much effort to take apart the sticks.  Great product, and great price from this merchant!",4
"Of the many purchses I made on Amazon this past December, I was most pleased with the Pocky Chocolate Cream Covered Biscuit Sticks (Pack of 10). They arrived on time, and they were a 'hit' as a surprised gift. Be sure to keep them refridgerated.",5
"Got these for my kids as Christmas stocking stuffers.  They love them.  As far as delivery, the product came in good condition, timely, and was terrific.  Definitely a good buy.",5
"I'm not sure how you review something that's as subjective as taste, but suffice to say that if you like chocolate and graham cracker, you'll like this (it doesn't taste exactly like either of those, but that's the closest analogy for me).  The sticks themselves are a cracker of some kind, dipped in chocolate, with one end left just normal cracker to you don't get your fingers covered in chocolate while eating.  Here's some of the nitty gritty details - each of the boxes contain two individually sealed packets, that contain probably 20 or so of the sticks.  The packets themselves are really cleverly designed, with a little slit cut in the folded part, you just grab both sides and pull, and it opens up the package without any hassle - gotta love Japanese product design!  :)  Another nice design touch is that when you open it properly the grabbing-side of the stick is right at the top.  Each of the packets has 210 calories (90 from fat), and about 80mg of sodium - so in terms of snacks this is a pretty good option.  It does contain milk, wheat, soybeans and sheanut - so if any of these are an issue for you, then you'll want to pass.  It also says on the packaging that the facility they're manufactured in also processes eggs and peanuts - the product doesn't use either of them, but the disclosure is nice if you're particularly sensitive to either.  Overall a great snack at a great price - the 10 pack really is 20 of the packets, so that's quite a few snacks.  One note, if you live in a hot climate, don't order them in the summer because they will melt together (in shipping)!  Duh!  :)",5
The chocolate on the stick was all melted and all the sticks were stuck with oneanother. The product and the concept is good but you will be better off buying it from a supermarket or directly get it from someone visiting Japan.,3
"First of all, I love the packaging making it heatproof but it wouldn't have been a problem because I ordered it it winter and they were freakishly cold. I also want to thank VeryAsia for the free sample of mi goreng...it was delicious!!! I now love mi goreng.",5
"I bought these back in January and never got around to reviewing them. I had heard many people rave about a Japanese snack called Pocky so I figured I would try it out. Just like the description states, its a biscuit stick covered in chocolate. I wouldn't say the taste is mind boggling but its very easy to eat and virtually no mess, well, as long as the chocolate doesn't melt. Anyways, in case anyone is wondering, I ordered from a seller named Very asia (amazon.com/gp/help/seller/at-a-glance.html?ie=UTF8&isAmazonFulfilled=0&orderID=103-7071944-5595443&marketplaceSeller=1&seller=A3JW437I54SEI1). I believe it took around a 3 weeks to actually get to me (maybe it had to be imported) but when it did, it came well packed and not damaged whatsoever. I'm definitely considering re-stocking on this in the future if I can't find a local store  EDIT: Oct 11, 2012  *****Inquire the type of pocky from seller before finalizing purchase*****  So I decided to restock after I couldn't fight the craving anymore. Unfortunately the batch this time was not so good (ordered from different seller because it was cheaper and through Amazon Prime). What I received was not the picture shown on the front page (2 per pack japanese pocky), it was a 1 per pack pocky~ish thing from Thailand. In my opinion, the 1 giant pack compared to 2 smaller packs is definitely a step back. Packaging was fine and I ordered in October when the weather was a bit cooler aka no melted chocolate arriving at the front door. The sticks were coated in some type of thick chocolate that was a bit bitter to the taste, more similar to dark chocolate than milk chocolate. The original Japanese pocky melted almost immediately in your mouth, this one melts slowly as it sits in your mouth.  Personally I like the taste of dark chocolate but not when used here as a pocky flavor. I also have terrible self control so I buy things that come in small portions in order to a) not eat everything at once and b) avoid making the fridge a mess by cluttering it with tons of opened items. I can honestly say that I won't be overeating when it comes to this batch of pocky because I and my stomach dislike it so much. I won't change my original rating because that still holds true for the Japanese pocky but if I were to rate only the Thailand pocky it would be a 3. The taste isn't ""terrible"" but its definitely not to my liking. If possible I will be uploading some pictures of what I received.",5
Bought these for my daughter's Grad party as well as the Strawberry. She loves these things. They're a great product.,5
Everyone in our family except one really likes the taste of this.  It is addicting.  That includes our 3 year old.,4
"Pocky is just plain fun to eat. I discovered these snacks at an anime convention (though I'd heard about them before and had seen manga characters eating them). They are very, very slim sticks of biscuity stuff (the flavor to me is a cross between waffle cones and pretzels) that have a charming tiny popping crispness. The chocolate flavor, a nice non-bitter, non-dark, generically pleasing choco-taste, seems to be the most popular (given how fast they sell out at cons), but I prefer the flavor of the strawberry which is like strawberry ice cream. Very nice.  This is by no means a health food (it's in the same category as a cookie, it's got fat and sugar and non-healthful ingredients). But hey, it's junk food. We all know it's supposed to be OCCASIONAL and not habitual in the diet. Unless you're really prone to binge-eating or can't stop yourself a whole one of these smaller boxes is not a huge calorie splurge if you stick to a reasonable number. 10 of the chocolate pocky sticks will set you back 125 calories with 5 grams of fat, 3 of them saturated. I wouldn't recommend just scarfing down multiple boxes. In fact, just nibble these slowly and have fun with the cool texture effect.  If you love the flavor of coconut-chocolate together (like Almond Joy) try the coconut chocolate ones. They're really so good, oh man. Hubby says the taste reminds him of the Girl Scout 'caramel delights"" cookies which are, in turn, similar to the old Yes Yes cookies (from the seventies or so).  Anyway, if you have read manga or seen anime with young folks eating those stick-looking treats, or seen footage of cute Japanese girls nibbling at skinny little stick treats, this is what they were eating. :) Fun treats.  However, with this crazy hot summer, I'd recommend you look for a local retailer or wait until fall's cooler weather. You might get a sticky, clumped mess of Pocky sticks in this deep summer weather. (Look for local stores that specialize in Japanese anime or manga and they'll likely carry Japanese snacks like these. In South Florida, Tate's Comics has them in a variety of flavors..and FRESH and NOT MELTED).",5
"Pocky is an incredibly good snack, but more than that, I was impressed with Very Asia's packaging. I had stupidly ordered something as easy to melt as chocolate in the dead heat of summer. On top of that the package of dessert pocky I ordered in 100 degree weather melted into this liquid goo. T_T So of course I was expecting all the pocky in my 10 boxes to be melted away, but they took the special care to put the pocky in a box reading ""PROTECT FROM HEAT"" and my pocky arriving in perfect condition! (Well, they did stick together just a bit). I love Very Asia more than anything now.",5
"I think the Pocky did not get stored rightly. The chocolate was falling off from the biscuit stick, and doesn't taste as it should. Many of them stick together, and whenever I want to split them up, it just becomes very messy. Now I need to clean up my desk every time after I have it.",2
Everyone loves Pocky and if they say they don't they are lying lol. The Pocky arrived in good condition with minimal melting and very few broken pieces.,5
"These where great couldnt stop eating them. Lowest priced anywhere and will buy even more next time. Cant say enough about these, they where shipped faster than what I paid to have shipped also. Thank you so much.",5
"I had bought Pocky when on vacation and enjoyed it but living where there are no Asian stores I have to shop on the internet. The guys in the family seem to like it better than the ladies for some reason. For a bit of insanity, search for Pocky commercials on youtube!",5
The individual Pocky sticks are not separately packaged and melt and stick together while being shipped.,2
"This product must qualify for some sort of deceptive packaging award. The box only contains 5 bars and the wrappers are smaller than normal, so at least 50% of the interior of the box is air. Then when you unwrap the bar you find they are only about 60% the length of a ""normal"" snack bar. The rest of it is empty air inside the wrapper. If they were to not include wrappers those 5 bars would occupy less than 25% of the space inside the box.  As far as taste goes they are so-so. On the dry side with a hint of berry flavor. Celiacs, who are used to inferior products, won't be disappointed in the taste of this one.  I've also had their cookies and they suffer from the same sort of deceptive packaging. The picture on the side of the box shows what most of us would consider a normal sized cookie. But when you open the box you find that it mostly contains a plastic tray holding cookies about the size of a quarter.  I really want to like this company. They seem to be trying hard and coming out with new products and keeping allergens out of the production process. That is why I've continued to try their products. I bought their granola many times, always wanting to like it, but it is some of the worst food I've ever had. The ""clusters"" are hard as the partially popped kernels at the bottom of your bag of popcorn and more fitting for gerbils than people.  All in all I would not recommend Enjoy Life foods.",1
This was the first peanut free product I bought for my son.  I thought they were tasty.  The kids liked them too.  For some reason they think they are strawberry bars.  I love the soft texture and the non crumbly state.  It makes for clean car rides.  Since then they like the apple and chocolate bars the best.  Berry is always left for last.  Amazon has a wonderful price and I just wish it could be a subscribe item.,5
"I have recently stopped eating a number of allergens (dairy, soy, nuts) and these were one of the few snacks which fit into my dietary restrictions.  Unfortunately, these were pretty gross - miserable texture and more cardboard flavored than berry.  I threw them away.  I would recommend the cocoa ones as they are much tastier and also allergen free.",2
"My daughter had extensive food allergies as an infant/toddler and we bought these bars consistently.  She still has the nut and egg allergy so I like that I can trust the manufacturer and know the food is safe.  Unfortnately the last few times we have purchased the bars (all varieties) they have been hard as a rock and my daughter won't eat them.  I have tried them myself and thought I might break a tooth. I had them on subscribe and save; which I have now cancelled and have several boxes which no one in my family will eat.  I agree with a previous post. I want to love these bars and I love everything the company stands for (and actually really like their cookies), but something has changed with these bars and they are just not even appetizing.  I hope they address the issue and I will certainly try them again if they do something to enhance the taste and address the issue with the texture. A total bummer -  they were better in the past but something changed with the taste, along with their new packaging!!",1
